original_id	canonical_id
royals:eu4:MJZ	royals:eu4:MJZ
royals:eu4:KRC	royals:eu4:KRC
royals:eu4:KLK	royals:eu4:KLK
royals:eu4:HMI	royals:eu4:HMI
royals:eu4:ZUN	royals:eu4:ZUN
royals:eu4:KAS	royals:eu4:KAS
royals:eu4:CHH	royals:eu4:CHH
royals:eu4:KSD	royals:eu4:KSD
royals:eu4:SYG	royals:eu4:SYG
royals:eu4:UTS	royals:eu4:UTS
royals:eu4:KAM	royals:eu4:KAM
royals:eu4:GUG	royals:eu4:GUG
royals:eu4:PHA	royals:eu4:PHA
royals:eu4:CDL	royals:eu4:CDL
royals:eu4:CYI	royals:eu4:CYI
royals:eu4:CMI	royals:eu4:CMI
royals:eu4:MIN	royals:eu4:MIN
royals:eu4:YUE	royals:eu4:YUE
royals:eu4:SHU	royals:eu4:SHU
royals:eu4:NNG	royals:eu4:NNG
royals:eu4:CHC	royals:eu4:CHC
royals:eu4:TNG	royals:eu4:TNG
royals:eu4:WUU	royals:eu4:WUU
royals:eu4:QIC	royals:eu4:QIC
royals:eu4:YAN	royals:eu4:YAN
royals:eu4:JIN	Q17216983
royals:eu4:LNG	Q11755622
royals:eu4:QIN	royals:eu4:QIN
royals:eu4:HUA	royals:eu4:HUA
royals:eu4:CGS	royals:eu4:CGS
royals:eu4:BAL	royals:eu4:BAL
royals:eu4:BNG	royals:eu4:BNG
royals:eu4:BIJ	royals:eu4:BIJ
royals:eu4:BAH	royals:eu4:BAH
royals:eu4:DLH	royals:eu4:DLH
royals:eu4:GOC	royals:eu4:GOC
royals:eu4:DEC	royals:eu4:DEC
royals:eu4:MAR	royals:eu4:MAR
royals:eu4:MUG	royals:eu4:MUG
royals:eu4:MYS	royals:eu4:MYS
royals:eu4:VIJ	royals:eu4:VIJ
royals:eu4:AHM	royals:eu4:AHM
royals:eu4:ASS	royals:eu4:ASS
royals:eu4:GUJ	royals:eu4:GUJ
royals:eu4:JNP	royals:eu4:JNP
royals:eu4:MAD	royals:eu4:MAD
royals:eu4:MLW	royals:eu4:MLW
royals:eu4:MAW	Q1419618
royals:eu4:MER	royals:eu4:MER
royals:eu4:MUL	royals:eu4:MUL
royals:eu4:NAG	royals:eu4:NAG
royals:eu4:NPL	royals:eu4:NPL
royals:eu4:ORI	royals:eu4:ORI
royals:eu4:PUN	royals:eu4:PUN
royals:eu4:SND	royals:eu4:SND
royals:eu4:BRR	royals:eu4:BRR
royals:eu4:JAN	royals:eu4:JAN
royals:eu4:KRK	royals:eu4:KRK
royals:eu4:GDW	royals:eu4:GDW
royals:eu4:GRJ	royals:eu4:GRJ
royals:eu4:GWA	royals:eu4:GWA
royals:eu4:DHU	royals:eu4:DHU
royals:eu4:KSH	royals:eu4:KSH
royals:eu4:KLN	royals:eu4:KLN
royals:eu4:KHD	royals:eu4:KHD
royals:eu4:ODH	royals:eu4:ODH
royals:eu4:VND	royals:eu4:VND
royals:eu4:MAB	royals:eu4:MAB
royals:eu4:MEW	royals:eu4:MEW
royals:eu4:BDA	royals:eu4:BDA
royals:eu4:BST	royals:eu4:BST
royals:eu4:BHU	royals:eu4:BHU
royals:eu4:BND	royals:eu4:BND
royals:eu4:CEY	royals:eu4:CEY
royals:eu4:JSL	royals:eu4:JSL
royals:eu4:KAC	royals:eu4:KAC
royals:eu4:KMT	royals:eu4:KMT
royals:eu4:KGR	royals:eu4:KGR
royals:eu4:KAT	royals:eu4:KAT
royals:eu4:KOC	royals:eu4:KOC
royals:eu4:MLB	royals:eu4:MLB
royals:eu4:HAD	Q5638034
royals:eu4:NGA	royals:eu4:NGA
royals:eu4:RMP	royals:eu4:RMP
royals:eu4:LDK	royals:eu4:LDK
royals:eu4:BGL	royals:eu4:BGL
royals:eu4:JFN	royals:eu4:JFN
royals:eu4:PTA	royals:eu4:PTA
royals:eu4:GHR	royals:eu4:GHR
royals:eu4:CHD	royals:eu4:CHD
royals:eu4:NGP	royals:eu4:NGP
royals:eu4:JAJ	royals:eu4:JAJ
royals:eu4:TRT	royals:eu4:TRT
royals:eu4:CMP	royals:eu4:CMP
royals:eu4:BGA	royals:eu4:BGA
royals:eu4:TPR	royals:eu4:TPR
royals:eu4:SDY	royals:eu4:SDY
royals:eu4:BHA	royals:eu4:BHA
royals:eu4:YOR	royals:eu4:YOR
royals:eu4:DGL	royals:eu4:DGL
royals:eu4:MBL	royals:eu4:MBL
royals:eu4:SKK	royals:eu4:SKK
royals:eu4:IDR	royals:eu4:IDR
royals:eu4:JLV	royals:eu4:JLV
royals:eu4:PTL	royals:eu4:PTL
royals:eu4:NVR	royals:eu4:NVR
royals:eu4:RJK	royals:eu4:RJK
royals:eu4:JGD	royals:eu4:JGD
royals:eu4:PRB	royals:eu4:PRB
royals:eu4:PAN	royals:eu4:PAN
royals:eu4:KLP	royals:eu4:KLP
royals:eu4:SBP	royals:eu4:SBP
royals:eu4:PTT	royals:eu4:PTT
royals:eu4:RTT	royals:eu4:RTT
royals:eu4:KLH	royals:eu4:KLH
royals:eu4:KJH	royals:eu4:KJH
royals:eu4:PRD	royals:eu4:PRD
royals:eu4:JPR	royals:eu4:JPR
royals:eu4:SRG	royals:eu4:SRG
royals:eu4:KND	royals:eu4:KND
royals:eu4:TLG	royals:eu4:TLG
royals:eu4:KLT	royals:eu4:KLT
royals:eu4:DNG	royals:eu4:DNG
royals:eu4:DTI	royals:eu4:DTI
royals:eu4:GRK	royals:eu4:GRK
royals:eu4:JML	royals:eu4:JML
royals:eu4:LWA	royals:eu4:LWA
royals:eu4:MKP	royals:eu4:MKP
royals:eu4:SRM	royals:eu4:SRM
royals:eu4:KTU	royals:eu4:KTU
royals:eu4:KMN	royals:eu4:KMN
royals:eu4:GNG	royals:eu4:GNG
royals:eu4:TNJ	royals:eu4:TNJ
royals:eu4:SRH	royals:eu4:SRH
royals:eu4:RJP	royals:eu4:RJP
royals:eu4:BAR	royals:eu4:BAR
royals:eu4:HSA	royals:eu4:HSA
royals:eu4:SMO	royals:eu4:SMO
royals:eu4:NZH	royals:eu4:NZH
royals:eu4:KOJ	royals:eu4:KOJ
royals:eu4:MSA	royals:eu4:MSA
royals:eu4:HIN	royals:eu4:HIN
royals:eu4:ABE	royals:eu4:ABE
royals:eu4:APA	royals:eu4:APA
royals:eu4:ASI	royals:eu4:ASI
royals:eu4:BLA	royals:eu4:BLA
royals:eu4:CAD	Q35170
royals:eu4:CHI	royals:eu4:CHI
royals:eu4:CHO	Q324516
royals:eu4:CHY	royals:eu4:CHY
royals:eu4:COM	royals:eu4:COM
royals:eu4:FOX	royals:eu4:FOX
royals:eu4:ILL	royals:eu4:ILL
royals:eu4:LEN	royals:eu4:LEN
royals:eu4:MAH	royals:eu4:MAH
royals:eu4:MIK	royals:eu4:MIK
royals:eu4:MMI	royals:eu4:MMI
royals:eu4:NAH	royals:eu4:NAH
royals:eu4:OJI	royals:eu4:OJI
royals:eu4:OSA	royals:eu4:OSA
royals:eu4:OTT	royals:eu4:OTT
royals:eu4:PAW	royals:eu4:PAW
royals:eu4:PEQ	royals:eu4:PEQ
royals:eu4:PIM	royals:eu4:PIM
royals:eu4:POT	royals:eu4:POT
royals:eu4:POW	royals:eu4:POW
royals:eu4:PUE	royals:eu4:PUE
royals:eu4:SHO	royals:eu4:SHO
royals:eu4:SIO	royals:eu4:SIO
royals:eu4:SUS	royals:eu4:SUS
royals:eu4:WCR	royals:eu4:WCR
royals:eu4:AIR	royals:eu4:AIR
royals:eu4:BON	royals:eu4:BON
royals:eu4:DAH	royals:eu4:DAH
royals:eu4:DGB	royals:eu4:DGB
royals:eu4:FUL	royals:eu4:FUL
royals:eu4:JNN	royals:eu4:JNN
royals:eu4:KAN	royals:eu4:KAN
royals:eu4:KBU	royals:eu4:KBU
royals:eu4:KNG	royals:eu4:KNG
royals:eu4:KTS	royals:eu4:KTS
royals:eu4:MSI	royals:eu4:MSI
royals:eu4:NUP	royals:eu4:NUP
royals:eu4:TMB	royals:eu4:TMB
royals:eu4:YAO	royals:eu4:YAO
royals:eu4:YAT	royals:eu4:YAT
royals:eu4:ZAF	royals:eu4:ZAF
royals:eu4:ZZZ	royals:eu4:ZZZ
royals:eu4:NDO	royals:eu4:NDO
royals:eu4:AVA	royals:eu4:AVA
royals:eu4:HSE	royals:eu4:HSE
royals:eu4:JOH	royals:eu4:JOH
royals:eu4:KED	royals:eu4:KED
royals:eu4:LIG	royals:eu4:LIG
royals:eu4:MPH	royals:eu4:MPH
royals:eu4:MYA	royals:eu4:MYA
royals:eu4:PRK	royals:eu4:PRK
royals:eu4:MMA	royals:eu4:MMA
royals:eu4:MKA	royals:eu4:MKA
royals:eu4:MPA	royals:eu4:MPA
royals:eu4:MNI	royals:eu4:MNI
royals:eu4:KAL	royals:eu4:KAL
royals:eu4:HSI	royals:eu4:HSI
royals:eu4:BPR	royals:eu4:BPR
royals:eu4:CHU	royals:eu4:CHU
royals:eu4:HOD	royals:eu4:HOD
royals:eu4:CHV	royals:eu4:CHV
royals:eu4:KMC	royals:eu4:KMC
royals:eu4:BRT	royals:eu4:BRT
royals:eu4:ARP	royals:eu4:ARP
royals:eu4:CLM	royals:eu4:CLM
royals:eu4:CNK	royals:eu4:CNK
royals:eu4:COC	Q3828669
royals:eu4:HDA	royals:eu4:HDA
royals:eu4:ITZ	royals:eu4:ITZ
royals:eu4:KIC	royals:eu4:KIC
royals:eu4:KIO	royals:eu4:KIO
royals:eu4:MIX	royals:eu4:MIX
royals:eu4:SAL	royals:eu4:SAL
royals:eu4:TAR	royals:eu4:TAR
royals:eu4:TLA	royals:eu4:TLA
royals:eu4:TLX	royals:eu4:TLX
royals:eu4:TOT	royals:eu4:TOT
royals:eu4:WIC	royals:eu4:WIC
royals:eu4:XIU	royals:eu4:XIU
royals:eu4:BLM	royals:eu4:BLM
royals:eu4:BTN	royals:eu4:BTN
royals:eu4:CRB	royals:eu4:CRB
royals:eu4:DMK	royals:eu4:DMK
royals:eu4:PGR	royals:eu4:PGR
royals:eu4:PLB	royals:eu4:PLB
royals:eu4:PSA	royals:eu4:PSA
royals:eu4:SAK	royals:eu4:SAK
royals:eu4:SUN	royals:eu4:SUN
royals:eu4:KUT	royals:eu4:KUT
royals:eu4:BNJ	royals:eu4:BNJ
royals:eu4:LFA	royals:eu4:LFA
royals:eu4:LNO	royals:eu4:LNO
royals:eu4:LUW	royals:eu4:LUW
royals:eu4:MGD	royals:eu4:MGD
royals:eu4:TER	royals:eu4:TER
royals:eu4:TID	royals:eu4:TID
royals:eu4:MAS	royals:eu4:MAS
royals:eu4:PGS	royals:eu4:PGS
royals:eu4:TDO	royals:eu4:TDO
royals:eu4:MNA	royals:eu4:MNA
royals:eu4:CEB	royals:eu4:CEB
royals:eu4:BTU	royals:eu4:BTU
royals:eu4:CSU	royals:eu4:CSU
royals:eu4:CCQ	royals:eu4:CCQ
royals:eu4:MPC	royals:eu4:MPC
royals:eu4:MCA	royals:eu4:MCA
royals:eu4:QTO	royals:eu4:QTO
royals:eu4:CJA	royals:eu4:CJA
royals:eu4:HJA	royals:eu4:HJA
royals:eu4:PTG	royals:eu4:PTG
royals:eu4:TPQ	royals:eu4:TPQ
royals:eu4:TPA	royals:eu4:TPA
royals:eu4:TUA	royals:eu4:TUA
royals:eu4:GUA	royals:eu4:GUA
royals:eu4:CUA	royals:eu4:CUA
royals:eu4:WKA	royals:eu4:WKA
royals:eu4:CYA	royals:eu4:CYA
royals:eu4:CLA	royals:eu4:CLA
royals:eu4:CRA	royals:eu4:CRA
royals:eu4:PCJ	royals:eu4:PCJ
royals:eu4:ARW	royals:eu4:ARW
royals:eu4:CAB	royals:eu4:CAB
royals:eu4:ICM	royals:eu4:ICM
royals:eu4:MAT	royals:eu4:MAT
royals:eu4:COI	royals:eu4:COI
royals:eu4:TEO	royals:eu4:TEO
royals:eu4:XAL	royals:eu4:XAL
royals:eu4:GAM	royals:eu4:GAM
royals:eu4:HST	royals:eu4:HST
royals:eu4:CCM	royals:eu4:CCM
royals:eu4:OTO	royals:eu4:OTO
royals:eu4:YOK	royals:eu4:YOK
royals:eu4:LAC	royals:eu4:LAC
royals:eu4:KAQ	royals:eu4:KAQ
royals:eu4:CTM	royals:eu4:CTM
royals:eu4:KER	royals:eu4:KER
royals:eu4:ZNI	royals:eu4:ZNI
royals:eu4:MSC	royals:eu4:MSC
royals:eu4:LIP	royals:eu4:LIP
royals:eu4:CHT	royals:eu4:CHT
royals:eu4:MIS	royals:eu4:MIS
royals:eu4:TAI	royals:eu4:TAI
royals:eu4:CNP	royals:eu4:CNP
royals:eu4:TON	royals:eu4:TON
royals:eu4:YAQ	royals:eu4:YAQ
royals:eu4:YKT	royals:eu4:YKT
royals:eu4:NSS	royals:eu4:NSS
royals:eu4:PRY	royals:eu4:PRY
royals:eu4:TOR	royals:eu4:TOR
royals:eu4:LIB	royals:eu4:LIB
royals:eu4:UBV	royals:eu4:UBV
royals:eu4:LBV	royals:eu4:LBV
royals:eu4:ING	royals:eu4:ING
royals:eu4:PSS	royals:eu4:PSS
royals:eu4:MBZ	royals:eu4:MBZ
royals:eu4:KNZ	royals:eu4:KNZ
royals:eu4:ROT	Q2168657
royals:eu4:BYT	royals:eu4:BYT
royals:eu4:REG	royals:eu4:REG
royals:eu4:GNV	royals:eu4:GNV
royals:eu4:TTL	royals:eu4:TTL
royals:eu4:OPL	royals:eu4:OPL
royals:eu4:GLG	royals:eu4:GLG
royals:eu4:BLG	royals:eu4:BLG
royals:eu4:PDV	royals:eu4:PDV
royals:eu4:SZO	royals:eu4:SZO
royals:eu4:SPL	royals:eu4:SPL
royals:eu4:WOL	royals:eu4:WOL
royals:eu4:STE	royals:eu4:STE
royals:eu4:GOS	royals:eu4:GOS
royals:eu4:SOR	royals:eu4:SOR
royals:eu4:RUG	royals:eu4:RUG
royals:eu4:CLI	royals:eu4:CLI
royals:eu4:HRZ	royals:eu4:HRZ
royals:eu4:TNT	royals:eu4:TNT
royals:eu4:BRG	Q16161017
royals:eu4:MLH	royals:eu4:MLH
royals:eu4:BAM	royals:eu4:BAM
royals:eu4:RUP	royals:eu4:RUP
royals:eu4:LPP	Q1640706
royals:eu4:PAD	royals:eu4:PAD
royals:eu4:CLB	royals:eu4:CLB
royals:eu4:DWT	royals:eu4:DWT
royals:eu4:OSN	royals:eu4:OSN
royals:eu4:VRN	royals:eu4:VRN
royals:eu4:COB	royals:eu4:COB
royals:eu4:LOT	royals:eu4:LOT
royals:eu4:PGA	royals:eu4:PGA
royals:eu4:TTS	royals:eu4:TTS
royals:eu4:FKN	royals:eu4:FKN
royals:eu4:SWA	royals:eu4:SWA
royals:eu4:BNE	royals:eu4:BNE
royals:eu4:BEU	royals:eu4:BEU
royals:eu4:SMB	royals:eu4:SMB
royals:eu4:BRS	royals:eu4:BRS
royals:eu4:DLI	royals:eu4:DLI
royals:eu4:JMB	royals:eu4:JMB
royals:eu4:PAH	royals:eu4:PAH
royals:eu4:KEL	royals:eu4:KEL
royals:eu4:IND	royals:eu4:IND
royals:eu4:JAR	royals:eu4:JAR
royals:eu4:RHA	royals:eu4:RHA
royals:eu4:KOH	royals:eu4:KOH
royals:eu4:SIA	royals:eu4:SIA
royals:eu4:TIW	royals:eu4:TIW
royals:eu4:LAR	royals:eu4:LAR
royals:eu4:YOL	royals:eu4:YOL
royals:eu4:YNU	royals:eu4:YNU
royals:eu4:AWN	royals:eu4:AWN
royals:eu4:GMI	Q175823
royals:eu4:MIA	royals:eu4:MIA
royals:eu4:EOR	royals:eu4:EOR
royals:eu4:KUL	royals:eu4:KUL
royals:eu4:KAU	royals:eu4:KAU
royals:eu4:PLW	royals:eu4:PLW
royals:eu4:WRU	royals:eu4:WRU
royals:eu4:NOO	royals:eu4:NOO
royals:eu4:MLG	royals:eu4:MLG
royals:eu4:AOT	royals:eu4:AOT
royals:eu4:MAA	royals:eu4:MAA
royals:eu4:TAN	royals:eu4:TAN
royals:eu4:TAK	royals:eu4:TAK
royals:eu4:TNK	royals:eu4:TNK
royals:eu4:TEA	royals:eu4:TEA
royals:eu4:TTT	royals:eu4:TTT
royals:eu4:WAI	royals:eu4:WAI
royals:eu4:UHW	royals:eu4:UHW
royals:eu4:HAW	royals:eu4:HAW
royals:eu4:MAU	royals:eu4:MAU
royals:eu4:OAH	royals:eu4:OAH
royals:eu4:KAA	royals:eu4:KAA
royals:eu4:TOG	royals:eu4:TOG
royals:eu4:SAM	royals:eu4:SAM
royals:eu4:VIT	royals:eu4:VIT
royals:eu4:VIL	royals:eu4:VIL
royals:eu4:VNL	royals:eu4:VNL
royals:eu4:LAI	royals:eu4:LAI
royals:eu4:ALT	royals:eu4:ALT
royals:eu4:ICH	royals:eu4:ICH
royals:eu4:COF	royals:eu4:COF
royals:eu4:JOA	royals:eu4:JOA
royals:eu4:ETO	royals:eu4:ETO
royals:eu4:SAT	royals:eu4:SAT
royals:eu4:CIA	royals:eu4:CIA
royals:eu4:COO	royals:eu4:COO
royals:eu4:ABI	royals:eu4:ABI
royals:eu4:COW	royals:eu4:COW
royals:eu4:NTZ	royals:eu4:NTZ
royals:eu4:CAQ	royals:eu4:CAQ
royals:eu4:PCH	royals:eu4:PCH
royals:eu4:QUI	royals:eu4:QUI
royals:eu4:CCA	royals:eu4:CCA
royals:eu4:ATA	royals:eu4:ATA
royals:eu4:KSI	royals:eu4:KSI
royals:eu4:OEO	royals:eu4:OEO
royals:eu4:ANL	royals:eu4:ANL
royals:eu4:NTC	royals:eu4:NTC
royals:eu4:HNI	royals:eu4:HNI
royals:eu4:MOH	royals:eu4:MOH
royals:eu4:ONE	royals:eu4:ONE
royals:eu4:ONO	royals:eu4:ONO
royals:eu4:CAY	royals:eu4:CAY
royals:eu4:SEN	royals:eu4:SEN
royals:eu4:TAH	royals:eu4:TAH
royals:eu4:ATT	royals:eu4:ATT
royals:eu4:AGG	royals:eu4:AGG
royals:eu4:ATW	royals:eu4:ATW
royals:eu4:ARN	royals:eu4:ARN
royals:eu4:TIO	royals:eu4:TIO
royals:eu4:OSH	royals:eu4:OSH
royals:eu4:STA	royals:eu4:STA
royals:eu4:ERI	royals:eu4:ERI
royals:eu4:WEN	royals:eu4:WEN
royals:eu4:TSC	royals:eu4:TSC
royals:eu4:OHK	royals:eu4:OHK
royals:eu4:ISL	royals:eu4:ISL
royals:eu4:ACO	royals:eu4:ACO
royals:eu4:CAO	royals:eu4:CAO
royals:eu4:PEO	royals:eu4:PEO
royals:eu4:KSK	royals:eu4:KSK
royals:eu4:PEN	royals:eu4:PEN
royals:eu4:MLS	royals:eu4:MLS
royals:eu4:NEH	royals:eu4:NEH
royals:eu4:NAK	royals:eu4:NAK
royals:eu4:HWK	royals:eu4:HWK
royals:eu4:CLG	royals:eu4:CLG
royals:eu4:KSP	royals:eu4:KSP
royals:eu4:MSG	royals:eu4:MSG
royals:eu4:WCY	royals:eu4:WCY
royals:eu4:LAK	royals:eu4:LAK
royals:eu4:INN	royals:eu4:INN
royals:eu4:WAM	royals:eu4:WAM
royals:eu4:AGQ	royals:eu4:AGQ
royals:eu4:JMN	royals:eu4:JMN
royals:eu4:ROM	royals:eu4:ROM
royals:eu4:SYN	royals:eu4:SYN
royals:eu4:ISR	Q65238829
royals:eu4:RVB	Q2133649
royals:eu4:YRK	royals:eu4:YRK
royals:eu4:LCT	royals:eu4:LCT
royals:eu4:JAL	royals:eu4:JAL
royals:eu4:TRC	royals:eu4:TRC
royals:eu4:ANC	royals:eu4:ANC
royals:eu4:RVN	royals:eu4:RVN
royals:eu4:ARZ	royals:eu4:ARZ
royals:eu4:TVS	royals:eu4:TVS
royals:eu4:BRC	royals:eu4:BRC
royals:eu4:BGM	royals:eu4:BGM
royals:eu4:CRM	royals:eu4:CRM
royals:eu4:NVA	royals:eu4:NVA
royals:eu4:CMO	royals:eu4:CMO
royals:eu4:PVA	royals:eu4:PVA
royals:eu4:ABG	royals:eu4:ABG
royals:eu4:NIC	royals:eu4:NIC
royals:eu4:CUN	royals:eu4:CUN
royals:eu4:TRN	royals:eu4:TRN
royals:eu4:LGD	royals:eu4:LGD
royals:eu4:CGL	royals:eu4:CGL
royals:eu4:ABO	royals:eu4:ABO
royals:eu4:GLU	royals:eu4:GLU
royals:eu4:SSX	royals:eu4:SSX
royals:eu4:WSX	royals:eu4:WSX
royals:eu4:ESX	royals:eu4:ESX
royals:eu4:MEC	royals:eu4:MEC
royals:eu4:KNT	royals:eu4:KNT
royals:eu4:EAN	royals:eu4:EAN
royals:eu4:GRL	royals:eu4:GRL
royals:eu4:GDH	royals:eu4:GDH
royals:eu4:TJR	royals:eu4:TJR
royals:eu4:SWZ	royals:eu4:SWZ
royals:eu4:SGL	royals:eu4:SGL
royals:eu4:ZUR	royals:eu4:ZUR
royals:eu4:SBZ	royals:eu4:SBZ
royals:eu4:FRB	royals:eu4:FRB
royals:eu4:BRN	royals:eu4:BRN
royals:eu4:LMN	royals:eu4:LMN
royals:eu4:RCB	royals:eu4:RCB
royals:eu4:LNC	royals:eu4:LNC
royals:eu4:WCL	royals:eu4:WCL
royals:eu4:KRT	royals:eu4:KRT
royals:eu4:CNL	royals:eu4:CNL
royals:eu4:GRZ	royals:eu4:GRZ
royals:eu4:TSE	royals:eu4:TSE
royals:eu4:BEG	royals:eu4:BEG
royals:eu4:SDG	royals:eu4:SDG
royals:eu4:MBG	royals:eu4:MBG
royals:eu4:KSL	royals:eu4:KSL
royals:eu4:DST	royals:eu4:DST
royals:eu4:STB	royals:eu4:STB
royals:eu4:MDG	royals:eu4:MDG
royals:eu4:ROC	royals:eu4:ROC
royals:eu4:HEL	royals:eu4:HEL
royals:eu4:LSB	royals:eu4:LSB
royals:eu4:PRI	royals:eu4:PRI
royals:eu4:BLS	royals:eu4:BLS
royals:eu4:FRC	royals:eu4:FRC
royals:eu4:POI	royals:eu4:POI
royals:eu4:AUN	royals:eu4:AUN
royals:eu4:SNT	royals:eu4:SNT
royals:eu4:TWN	royals:eu4:TWN
royals:eu4:TQQ	royals:eu4:TQQ
royals:eu4:MAC	royals:eu4:MAC
royals:eu4:GRY	royals:eu4:GRY
royals:eu4:HLA	royals:eu4:HLA
royals:eu4:HUE	royals:eu4:HUE
royals:eu4:ASY	royals:eu4:ASY
royals:eu4:ABK	royals:eu4:ABK
royals:eu4:MGL	royals:eu4:MGL
royals:eu4:SVT	royals:eu4:SVT
royals:eu4:GRI	royals:eu4:GRI
royals:eu4:AMD	royals:eu4:AMD
royals:eu4:EBS	royals:eu4:EBS
royals:eu4:FAR	royals:eu4:FAR
royals:eu4:ARO	royals:eu4:ARO
royals:eu4:DES	royals:eu4:DES
royals:eu4:YUN	royals:eu4:YUN
royals:eu4:ATO	royals:eu4:ATO
royals:eu4:TPL	royals:eu4:TPL
royals:eu4:EDS	royals:eu4:EDS
royals:eu4:SNY	royals:eu4:SNY
royals:eu4:GLD	royals:eu4:GLD
royals:eu4:CYR	royals:eu4:CYR
royals:eu4:CPT	royals:eu4:CPT
royals:eu4:PLS	royals:eu4:PLS
royals:eu4:KWS	royals:eu4:KWS
royals:eu4:HWN	royals:eu4:HWN
royals:eu4:SUO	royals:eu4:SUO
royals:eu4:KEM	royals:eu4:KEM
royals:eu4:CVS	royals:eu4:CVS
royals:eu4:BRY	royals:eu4:BRY
royals:eu4:COP	royals:eu4:COP
royals:eu4:SGA	royals:eu4:SGA
royals:manual:house-of-wang-gaeseong	royals:manual:house-of-wang-gaeseong
royals:manual:house-of-kim-gyeongju	royals:manual:house-of-kim-gyeongju
royals:manual:house-of-park-miryang	royals:manual:house-of-park-miryang
royals:manual:house-of-park-bannam	royals:manual:house-of-park-bannam
royals:manual:house-of-kim-gimhae	royals:manual:house-of-kim-gimhae
royals:manual:house-of-heo-gimhae	royals:manual:house-of-heo-gimhae
royals:manual:house-of-heo-yangcheon	royals:manual:house-of-heo-yangcheon
royals:manual:house-of-heo-hayang	royals:manual:house-of-heo-hayang
royals:manual:house-of-heo-taein	royals:manual:house-of-heo-taein
royals:manual:house-of-kim-andong-old	royals:manual:house-of-kim-andong-old
royals:manual:house-of-kim-andong-new	royals:manual:house-of-kim-andong-new
royals:manual:house-of-kim-gwangsan	royals:manual:house-of-kim-gwangsan
royals:manual:house-of-kim-uiseong	royals:manual:house-of-kim-uiseong
royals:manual:house-of-kim-cheongpung	royals:manual:house-of-kim-cheongpung
royals:manual:house-of-kim-yeonan	royals:manual:house-of-kim-yeonan
royals:manual:house-of-kim-cheongdo	royals:manual:house-of-kim-cheongdo
royals:manual:house-of-kim-suwon	royals:manual:house-of-kim-suwon
royals:manual:house-of-kim-gimnyeong	royals:manual:house-of-kim-gimnyeong
royals:manual:house-of-kim-sangsan	royals:manual:house-of-kim-sangsan
royals:manual:house-of-kim-eonyang	royals:manual:house-of-kim-eonyang
royals:manual:house-of-kim-naju	royals:manual:house-of-kim-naju
royals:manual:house-of-kim-pungsan	royals:manual:house-of-kim-pungsan
royals:manual:house-of-kim-ulsan	royals:manual:house-of-kim-ulsan
royals:manual:house-of-lee-gyeongju	royals:manual:house-of-lee-gyeongju
royals:manual:house-of-lee-hansan	royals:manual:house-of-lee-hansan
royals:manual:house-of-lee-yeoju	royals:manual:house-of-lee-yeoju
royals:manual:house-of-lee-yeonan	royals:manual:house-of-lee-yeonan
royals:manual:house-of-lee-deoksu	royals:manual:house-of-lee-deoksu
royals:manual:house-of-lee-jeonui	royals:manual:house-of-lee-jeonui
royals:manual:house-of-lee-goseong	royals:manual:house-of-lee-goseong
royals:manual:house-of-lee-wonju	royals:manual:house-of-lee-wonju
royals:manual:house-of-lee-hapcheon	royals:manual:house-of-lee-hapcheon
royals:manual:house-of-lee-hakseong	royals:manual:house-of-lee-hakseong
royals:manual:house-of-lee-pyeongchang	royals:manual:house-of-lee-pyeongchang
royals:manual:house-of-lee-yangseong	royals:manual:house-of-lee-yangseong
royals:manual:house-of-lee-seongju	royals:manual:house-of-lee-seongju
royals:manual:house-of-lee-wansan	royals:manual:house-of-lee-wansan
royals:manual:house-of-yu-munhwa	royals:manual:house-of-yu-munhwa
royals:manual:house-of-yu-jinju	royals:manual:house-of-yu-jinju
royals:manual:house-of-yu-pungsan	royals:manual:house-of-yu-pungsan
royals:manual:house-of-yu-jeonju	royals:manual:house-of-yu-jeonju
royals:manual:house-of-choe-gyeongju	royals:manual:house-of-choe-gyeongju
royals:manual:house-of-choe-haeju	royals:manual:house-of-choe-haeju
royals:manual:house-of-choe-jeonju	royals:manual:house-of-choe-jeonju
royals:manual:house-of-choe-gangneung	royals:manual:house-of-choe-gangneung
royals:manual:house-of-choe-tamjin	royals:manual:house-of-choe-tamjin
royals:manual:house-of-choe-cheongju	royals:manual:house-of-choe-cheongju
royals:manual:house-of-choe-suseong	royals:manual:house-of-choe-suseong
royals:manual:house-of-jeong-dongnae	royals:manual:house-of-jeong-dongnae
royals:manual:house-of-jeong-yeonil	royals:manual:house-of-jeong-yeonil
royals:manual:house-of-jeong-onyang	royals:manual:house-of-jeong-onyang
royals:manual:house-of-jeong-cheongju	royals:manual:house-of-jeong-cheongju
royals:manual:house-of-jeong-hadong	royals:manual:house-of-jeong-hadong
royals:manual:house-of-jeong-bongha	royals:manual:house-of-jeong-bongha
royals:manual:house-of-jeong-jinju	royals:manual:house-of-jeong-jinju
royals:manual:house-of-jeong-gyeongju	royals:manual:house-of-jeong-gyeongju
royals:manual:house-of-jeong-naju	royals:manual:house-of-jeong-naju
royals:manual:house-of-yun-haepyeong	royals:manual:house-of-yun-haepyeong
royals:manual:house-of-yun-papyeong	royals:manual:house-of-yun-papyeong
royals:manual:house-of-yun-haenam	royals:manual:house-of-yun-haenam
royals:manual:house-of-yun-chilwon	royals:manual:house-of-yun-chilwon
